audit_row,legacy_location_path_id,legacy_path,legacy_level,disposition,resolves_after_change,candidate_paths,candidate_ids,finding,next_action,legacy_agencies,current_agency_paths,current_agency_addresses,geographic_source,census_check,census_alias_target,census_same_name_paths,census_current_paths_match,census_geoid_counties,agencies_outside_assigned_shape,agency_point_containing_paths
93,copq7v3jkzal9ci5drtyalzm,/ct/hartford-county/hartford/,place,changed-parent-candidate,no,/ct/capitol-planning-region/hartford/,ihalc2n5hhm77acfpybpa9q3,"Hartford exists under the new planning region. The linked State of Connecticut record now says Abbott, TX, and cannot corroborate the geography.","Verify city identity from geographic evidence independently of the placeholder agency, then consider a city-path alias.",cm7a0bgot047zewvg2ciurb2p: State of Connecticut,cm7a0bgot047zewvg2ciurb2p: /tx/hill-county/abbott/,"cm7a0bgot047zewvg2ciurb2p: Null, Abbott, TX, 00000-0000",https://www.census.gov/programs-surveys/acs/technical-documentation/user-notes/2023-01.html,Checked against saved 2025 Gazetteer and TIGER inputs,,/ct/capitol-planning-region/hartford/,yes,0937000: Capitol [09110] | 4800100: Hill [48217],cm7a0bgot047zewvg2ciurb2p,"cm7a0bgot047zewvg2ciurb2p: /tx/, /tx/hill-county/"
94,c2vsnaloigw71sqi91im36pl,/dc/district-of-columbia-county/,administrative_area,administrative-name-candidate,no,/dc/district-of-columbia/,c0rb6cmo18lqt4xjdjb7je2r,"The current administrative-area path drops the county suffix. This is an administrative naming candidate, separate from the approved place spelling batch.","Verify the two administrative records denote the same extent, then add an alias if equivalent.",,,,,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,,,
95,cq38px5nj6cy3xn4jwtz85tu,/dc/district-of-columbia-county/n-w-washington/,place,geographic-scope-conflict,no,/dc/district-of-columbia/washington/,clkjo4tvva6emp4uae2rv556,N.W. Washington is a quadrant/mailing designation; the Federal Reserve agency resolves to Washington. Determine whether the old record intended the whole city or only the quadrant.,Review geographic scope before adding a whole-city alias.,cm7a0bgot046xewvgaaosroib: U.S. Federal Reserve System,cm7a0bgot046xewvgaaosroib: /dc/district-of-columbia/washington/,"cm7a0bgot046xewvgaaosroib: 20th St. and Constitution Ave., N.W., Washington, DC, 20551",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,1150000: District of Columbia [11001],,"cm7a0bgot046xewvgaaosroib: /dc/, /dc/district-of-columbia/, /dc/district-of-columbia/washington/"
96,ctxgyfcf2jzg4n7muu1y6k4r,/hi/honolulu-county/honolulu/,place,geographic-scope-conflict,no,/hi/honolulu-county/urban-honolulu/ | /hi/honolulu-county/east-honolulu/,mmovfwz68ir8kpu8wl97yjm0 | jzyfmk4x1qe0x2kuteyw649t,"Two Honolulu-named Census places exist. The legacy Honolulu label does not establish which statistical extent it meant. The State of Hawaii agency now says Abbott, TX, and is unusable corroboration.",Resolve city/county versus Census-place extent from geographic evidence; do not choose a target by name alone.,cm7a0bgot0487ewvgdlewthlp: State of Hawaii,cm7a0bgot0487ewvgdlewthlp: /tx/hill-county/abbott/,"cm7a0bgot0487ewvgdlewthlp: Null, Abbott, TX, 00000-0000",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,1506290: Honolulu [15003] | 1571550: Honolulu [15003] | 4800100: Hill [48217],cm7a0bgot0487ewvgdlewthlp,"cm7a0bgot0487ewvgdlewthlp: /tx/, /tx/hill-county/"
97,ceq428lkivhx7fhjnieky9ln,/id/ada-county/boise/,place,expanded-name-candidate,no,/id/ada-county/boise-city/,o95hr3dwibq1lp7auetwi9ob,"Boise City is the same-county name candidate. The State of Idaho agency now says Abbott, TX, so that agency is unusable corroboration.",Confirm the legacy geographic identity and official name; then add an alias if they denote the same place.,cm7a0bgot0489ewvgfnbl3tn6: State of Idaho,cm7a0bgot0489ewvgfnbl3tn6: /tx/hill-county/abbott/,"cm7a0bgot0489ewvgfnbl3tn6: Null, Abbott, TX, 00000-0000",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,1608830: Ada [16001] | 4800100: Hill [48217],cm7a0bgot0489ewvgfnbl3tn6,"cm7a0bgot0489ewvgfnbl3tn6: /tx/, /tx/hill-county/"
98,cq8wbupzq1klazsw3quqxk2p,/in/marion-county/indianapolis/,place,geographic-scope-conflict,no,/in/marion-county/indianapolis-city-balance/,u4x0c9dritthm7y3pi7yv3ea,The current candidate explicitly represents the city balance. The legacy Indianapolis label may denote a different consolidated extent. The old State of Indiana agency is absent from current agencies.,Verify whether the old location denoted the balance or consolidated city before aliasing.,cm7a0bgot048dewvgk2slgc20: State of Indiana,,,,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,1836003: Marion [18097],,
99,cshsm5n24vbi0uel6wfa8k5q,/tn/davidson-county/nashville/,place,geographic-scope-conflict,no,/tn/davidson-county/nashville-davidson-metropolitan-government-balance/,zszys00fo57ej2q5bdlkgj0q,"The current candidate is the metropolitan-government balance, not an established equivalent of every Nashville usage. The State of Tennessee agency now says Abbott, TX, and is unusable corroboration.",Verify the intended consolidated-government versus balance extent before aliasing.,cm7a0bgot049xewvg7zcy2a2p: State of Tennessee,cm7a0bgot049xewvg7zcy2a2p: /tx/hill-county/abbott/,"cm7a0bgot049xewvg7zcy2a2p: Null, Abbott, TX, 00000-0000",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4752006: Davidson [47037] | 4800100: Hill [48217],cm7a0bgot049xewvg7zcy2a2p,"cm7a0bgot049xewvg7zcy2a2p: /tx/, /tx/hill-county/"
100,cqkcch069qcbfwm5knncnhlf,/tx/mclennan-county/axtell/,place,missing-place,no,,,No Axtell canonical place. Axtell ISD Police resolves to Hallsburg; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgog01y6ewvgk29umr61: Axtell ISD Police Department,cm7a0bgog01y6ewvgk29umr61: /tx/mclennan-county/hallsburg/,"cm7a0bgog01y6ewvgk29umr61: 1178 Longhorn Parkway, Axtell, TX, 76624",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4831880: McLennan [48309],cm7a0bgog01y6ewvgk29umr61,"cm7a0bgog01y6ewvgk29umr61: /tx/, /tx/mclennan-county/"
101,clpof2we64bc9vhtsl5m04g0,/tx/travis-county/abbott/,place,county-or-mailing-conflict,no,/tx/hill-county/abbott/,unu5b4djdkrf08xnnh9k9rlg,Abbott exists in Hill County. The linked Foreign Service record uses Abbott as its city; this generic agency record does not corroborate a real location in either county.,"Verify the original address and intended geographic entity before deciding whether to correct the hierarchy, agency assignment, or add a path alias.",cm7a0bgot04afewvgjh28pftq: Foreign Service,cm7a0bgot04afewvgjh28pftq: /tx/hill-county/abbott/,"cm7a0bgot04afewvgjh28pftq: 12t, Abbott, TX, 78723",,Checked against saved 2025 Gazetteer and TIGER inputs,,/tx/hill-county/abbott/,yes,4800100: Hill [48217],cm7a0bgot04afewvgjh28pftq,"cm7a0bgot04afewvgjh28pftq: /tx/, /tx/hill-county/"
102,cj6pzdiuubwalniesh19pbs0,/tx/upton-county/midkiff/,place,missing-place,no,,,No Midkiff canonical place. The linked constable resolves to Rankin; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgop03l9ewvgebglraqi: Upton Co. Const. Pct. 1,cm7a0bgop03l9ewvgebglraqi: /tx/upton-county/rankin/,"cm7a0bgop03l9ewvgebglraqi: 1500 Couny Road 255, Midkiff, TX, 79755",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4860668: Upton [48461],cm7a0bgop03l9ewvgebglraqi,"cm7a0bgop03l9ewvgebglraqi: /tx/, /tx/upton-county/"
103,c0dcfairfaxcounty000001,/dc/fairfax-county/,administrative_area,invalid-hierarchy,no,/va/fairfax-county/,cx6vg9c44efm4hxvtrmabvym,"Fairfax County is present under Virginia, not DC. No legacy agency directly references this old administrative-area row.",Determine the intended jurisdiction from original evidence; do not create an alias solely to repair the state segment.,,,,,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,,,
104,c0dcfairfaxwashington001,/dc/fairfax-county/washington/,place,invalid-hierarchy,no,/dc/district-of-columbia/washington/,clkjo4tvva6emp4uae2rv556,"Washington is present under DC, but the legacy Fairfax County parent is inconsistent. No legacy agency directly references this row.",Determine whether the intended place was Washington or a Virginia location before adding an alias.,,,,,Checked against saved 2025 Gazetteer and TIGER inputs,,/dc/district-of-columbia/washington/,yes,1150000: District of Columbia [11001],,
